SeriesName,SeriesCode,CountryName,CountryCode,Year
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1989
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1989
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1989
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,1990
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,1990
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1990
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1990
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1990
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,1991
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,1991
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1991
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1991
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1991
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,1992
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,1992
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1992
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1992
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1992
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,1993
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,1993
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1993
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1993
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1993
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,1994
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,1994
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1994
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1994
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1994
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,1995
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,1995
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1995
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1995
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1995
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,1996
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,1996
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1996
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1996
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1996
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,1997
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,1997
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1997
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1997
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1997
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,1998
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,1998
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1998
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1998
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1998
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,1999
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,1999
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,1999
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,1999
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,1999
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2000
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2000
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2000
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2000
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2000
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2001
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2001
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2001
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2001
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2001
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2002
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2002
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2002
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2002
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2002
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2003
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2003
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2003
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2003
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2003
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2004
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2004
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2004
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2004
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2004
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2005
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2005
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2005
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2005
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2005
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2006
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2006
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2006
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2006
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2006
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2007
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2007
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2007
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2007
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2007
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2008
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2008
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2008
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2008
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2008
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2009
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2009
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2009
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2009
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2009
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2010
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2010
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2010
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2010
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2010
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2011
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2011
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2011
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2011
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2011
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2012
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2012
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2012
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2012
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2012
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2013
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2013
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2013
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2013
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2013
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2014
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2014
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2014
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2014
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2014
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2015
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2015
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2015
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2015
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2015
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2016
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2016
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2016
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2016
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2016
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2017
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2017
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2017
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2017
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2017
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2018
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2018
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2018
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2018
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2018
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Brazil,BRA,2019
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,China,CHN,2019
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,India,IND,2019
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,Russian Federation,RUS,2019
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,South Africa,ZAF,2019
